"","codocorren","data","hora","mes","diaSemana","tipo","viaA","viaB","tipoenvolv","tipoAutomo","genero","idade","embriagado","vitima","obito","habilitado","ciclo","pavimentac","viaACod","viaATotal","viaAFxRola","viaBCod","viaBtotal","viaBFxRola","bairro","zona","longX","latY","intersecao","intersecaoCodA","intersecaoCodB","intersecaolongx","intersecaolaty","intersecaoCiclo"
"35","2019-376",2019-02-19,"19:41","Fevereiro","terça-feira","colisão","R.Pedro Rangel","","veículo","Automóvel","masc.","48",0,0,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68569233,-26.90156552,"R.Pedro Rangel-R.Pedro Rangel",185,185,-48.6856759795168,-26.9015410394228,"ciclovia"
"351","2019-376",2019-02-19,"19:41","Fevereiro","terça-feira","colisão","R.Pedro Rangel","","veículo","Automóvel","","",0,0,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68569233,-26.90156552,"R.Pedro Rangel-R.Pedro Rangel",185,185,-48.6856759795168,-26.9015410394228,"ciclovia"
"36","2019-45",2019-01-07,"18:40","Janeiro","segunda-feira","abalroamento","R.Pedro Rangel","","veículo","Motoneta","masc.","33",0,1,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68378717,-26.9007137,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"361","2019-45",2019-01-07,"18:40","Janeiro","segunda-feira","abalroamento","R.Pedro Rangel","","veículo","Motoneta","masc.","30",0,1,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68378717,-26.9007137,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"37","2019-698",2019-03-21,"11:50","Março","quinta-feira","colisão","R.Pedro Rangel","","veículo","Automóvel","fem.","40",0,1,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68342294,-26.90061146,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"371","2019-698",2019-03-21,"11:50","Março","quinta-feira","colisão","R.Pedro Rangel","","veículo","Motocicleta","masc.","44",0,1,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68342294,-26.90061146,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"38","2019-874",2019-03-22,"17:18","Março","sexta-feira","colisão","R.Rodolfo Treder","R.José Pereira Liberato","veículo","Automóvel","fem.","46",0,1,0,1,"","Lajota",187,"11","7",159,"12,5","8,5","São João","Área Urbana",-48.68228898,-26.89996349,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"381","2019-874",2019-03-22,"17:18","Março","sexta-feira","colisão","R.Rodolfo Treder","R.José Pereira Liberato","veículo","Motocicleta","masc.","26",0,1,0,1,"","Lajota",187,"11","7",159,"12,5","8,5","São João","Área Urbana",-48.68228898,-26.89996349,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"39","2019-870",2019-04-06,"12:25","Abril","sábado","colisão","R.José Pereira Liberato","R.Pedro Rangel","veículo","Motocicleta","fem.","36",0,1,0,1,"ciclovia","Asfalto",159,"12,5","8,5",185,"12","9","São João","Área Urbana",-48.68248034,-26.90065342,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"391","2019-870",2019-04-06,"12:25","Abril","sábado","colisão","R.José Pereira Liberato","R.Pedro Rangel","veículo","Motoneta","","",0,1,0,1,"ciclovia","Asfalto",159,"12,5","8,5",185,"12","9","São João","Área Urbana",-48.68248034,-26.90065342,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"40","2019-834",2019-04-06,"12:50","Abril","sábado","colisão","R.Pedro Rangel","","veículo","Automóvel","masc.","40",0,0,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68364061,-26.90068653,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"401","2019-834",2019-04-06,"12:50","Abril","sábado","colisão","R.Pedro Rangel","","veículo","Motoneta","masc.","19",0,0,0,1,"ciclovia","Asfalto",185,"12","9",NA,"","","São João","Área Urbana",-48.68364061,-26.90068653,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"411","2019-981",2019-04-25,"12:10","Abril","quinta-feira","colisão","R.José Pereira Liberato","","veículo","Automóvel","masc.","31",0,0,0,1,"","Asfalto",159,"12,5","8,5",NA,"","","São João","Área Urbana",-48.68238554,-26.90041477,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"412","2019-981",2019-04-25,"12:10","Abril","quinta-feira","colisão","R.José Pereira Liberato","","veículo","Motocicleta","","",0,0,0,1,"","Asfalto",159,"12,5","8,5",NA,"","","São João","Área Urbana",-48.68238554,-26.90041477,"R.José Pereira Liberato-R.Pedro Rangel",159,185,-48.6823661127809,-26.9004923601078,"compartilhado"
"42","2019-389",2019-02-15,"18:15","Fevereiro","sexta-feira","colisão","R.Blumenau","R.Benjamin Franklin Pereira","veículo","Automóvel","masc.","28",0,0,0,1,"ciclofaixa","Asfalto",157,"14","10",223,"15,2","11,4","São João","Área Urbana",-48.66894739,-26.90097713,"Av.Cel.Eugênio Muller-R.Blumenau",162,157,-48.6689054012431,-26.9009725854356,"ciclofaixa"
"421","2019-389",2019-02-15,"18:15","Fevereiro","sexta-feira","colisão","R.Blumenau","R.Benjamin Franklin Pereira","veículo","Automóvel","masc.","57",0,0,0,1,"ciclofaixa","Asfalto",157,"14","10",223,"15,2","11,4","São João","Área Urbana",-48.66894739,-26.90097713,"Av.Cel.Eugênio Muller-R.Blumenau",162,157,-48.6689054012431,-26.9009725854356,"ciclofaixa"
"43","2019-810",2019-04-03,"06:20","Abril","quarta-feira","colisão","R.Blumenau","R.Benjamin Franklin Pereira","veículo","Automóvel","masc.","24",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",223,"15,2","11,4","São João","Área Urbana",-48.66895025,-26.90088637,"Av.Cel.Eugênio Muller-R.Blumenau",162,157,-48.6689054012431,-26.9009725854356,"ciclofaixa"
"431","2019-810",2019-04-03,"06:20","Abril","quarta-feira","colisão","R.Blumenau","R.Benjamin Franklin Pereira","ciclista","","masc.","21",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",223,"15,2","11,4","São João","Área Urbana",-48.66895025,-26.90088637,"Av.Cel.Eugênio Muller-R.Blumenau",162,157,-48.6689054012431,-26.9009725854356,"ciclofaixa"
"44","2019-943",2019-04-22,"11:51","Abril","segunda-feira","colisão","R.Benjamin Franklin Pereira","R.Blumenau","veículo","Automóvel","masc.","39",0,0,0,1,"ciclofaixa","Asfalto",223,"15,2","11,4",157,"14","10","São João","Área Urbana",-48.66902134,-26.90095993,"Av.Cel.Eugênio Muller-R.Blumenau",162,157,-48.6689054012431,-26.9009725854356,"ciclofaixa"
"441","2019-943",2019-04-22,"11:51","Abril","segunda-feira","colisão","R.Benjamin Franklin Pereira","R.Blumenau","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",223,"15,2","11,4",157,"14","10","São João","Área Urbana",-48.66902134,-26.90095993,"Av.Cel.Eugênio Muller-R.Blumenau",162,157,-48.6689054012431,-26.9009725854356,"ciclofaixa"
"45","2019-483",2019-02-26,"07:23","Fevereiro","terça-feira","colisão","R.Blumenau","R.Albino Gugelmin","veículo","Motocicleta","masc.","22",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",158,"10","7","São João","Área Urbana",-48.67500308,-26.89318713,"R.Albino Gugelmin-R.Blumenau",158,157,-48.6749599286653,-26.8931703498283,"ciclofaixa"
"451","2019-483",2019-02-26,"07:23","Fevereiro","terça-feira","colisão","R.Blumenau","R.Albino Gugelmin","veículo","","fem.","19",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",158,"10","7","São João","Área Urbana",-48.67500308,-26.89318713,"R.Albino Gugelmin-R.Blumenau",158,157,-48.6749599286653,-26.8931703498283,"ciclofaixa"
"46","2019-754",2019-03-28,"17:01","Março","quinta-feira","colisão","R.Blumenau","","veículo","Automóvel","masc.","42",0,0,0,1,"ciclofaixa","Asfalto",157,"14","10",NA,"","","São João","Área Urbana",-48.67146224,-26.89785047,"R.Felício Maes-R.Blumenau",214,157,-48.6716603434151,-26.8976763304305,"ciclofaixa"
"461","2019-754",2019-03-28,"17:01","Março","quinta-feira","colisão","R.Blumenau","","veículo","Automóvel","masc.","30",0,0,0,1,"ciclofaixa","Asfalto",157,"14","10",NA,"","","São João","Área Urbana",-48.67146224,-26.89785047,"R.Felício Maes-R.Blumenau",214,157,-48.6716603434151,-26.8976763304305,"ciclofaixa"
"47","2019-595",2019-03-12,"10:15","Março","terça-feira","abalroamento","R.Blumenau","","veículo","Motoneta","fem.","40",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",NA,"","","São João","Área Urbana",-48.67564182,-26.89228664,"R.Alfredo Eicke-R.Blumenau",426,157,-48.6754913522513,-26.8925266236408,"ciclofaixa"
"471","2019-595",2019-03-12,"10:15","Março","terça-feira","abalroamento","R.Blumenau","","veículo","Automóvel","masc.","57",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",NA,"","","São João","Área Urbana",-48.67564182,-26.89228664,"R.Alfredo Eicke-R.Blumenau",426,157,-48.6754913522513,-26.8925266236408,"ciclofaixa"
"48","2019-962",2019-04-18,"12:20","Abril","quinta-feira","colisão","R.Blumenau","R.Alfredo Eicke","ciclista","Motoneta","fem.","26",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",426,"15","11","São João","Área Urbana",-48.67555775,-26.89251351,"R.Alfredo Eicke-R.Blumenau",426,157,-48.6754913522513,-26.8925266236408,"ciclofaixa"
"481","2019-962",2019-04-18,"12:20","Abril","quinta-feira","colisão","R.Blumenau","R.Alfredo Eicke","veículo","","masc.","62",0,1,0,1,"ciclofaixa","Asfalto",157,"14","10",426,"15","11","São João","Área Urbana",-48.67555775,-26.89251351,"R.Alfredo Eicke-R.Blumenau",426,157,-48.6754913522513,-26.8925266236408,"ciclofaixa"
"49","2019-350",2019-02-13,"11:15","Fevereiro","quarta-feira","colisão","Av.Cel.Eugênio Muller","R.São Miguel","veículo","Automóvel","masc.","52",0,0,0,1,"ciclofaixa","Asfalto",162,"25","21",67,"11","7","Centro","Área Urbana",-48.66776967,-26.90175637,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"491","2019-350",2019-02-13,"11:15","Fevereiro","quarta-feira","colisão","Av.Cel.Eugênio Muller","R.São Miguel","veículo","Automóvel","masc.","59",0,0,0,1,"ciclofaixa","Asfalto",162,"25","21",67,"11","7","Centro","Área Urbana",-48.66776967,-26.90175637,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"492","2019-350",2019-02-13,"11:15","Fevereiro","quarta-feira","colisão","Av.Cel.Eugênio Muller","R.São Miguel","veículo","Caminhão Trator","masc.","36",0,0,0,1,"ciclofaixa","Asfalto",162,"25","21",67,"11","7","Centro","Área Urbana",-48.66776967,-26.90175637,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"493","2019-350",2019-02-13,"11:15","Fevereiro","quarta-feira","colisão","Av.Cel.Eugênio Muller","R.São Miguel","veículo","","masc.","36",0,0,0,1,"ciclofaixa","Asfalto",162,"25","21",67,"11","7","Centro","Área Urbana",-48.66776967,-26.90175637,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"50","2019-497",2019-02-28,"16:00","Fevereiro","quinta-feira","colisão","Av.Irineu Bornhausen","","veículo","Motocicleta","masc.","40",0,0,0,1,"","Asfalto",161,"15","9",NA,"","","Centro","Área Urbana",-48.66770907,-26.90171838,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"501","2019-497",2019-02-28,"16:00","Fevereiro","quinta-feira","colisão","Av.Irineu Bornhausen","","veículo","Automóvel","masc.","37",0,0,0,1,"","Asfalto",161,"15","9",NA,"","","Centro","Área Urbana",-48.66770907,-26.90171838,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"511","2019-563",2019-03-09,"11:11","Março","sábado","colisão","Av.Irineu Bornhausen","","veículo","Automóvel","fem.","44",0,0,0,1,"","Asfalto",161,"15","9",NA,"","","Centro","Área Urbana",-48.66774536,-26.90178956,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"512","2019-563",2019-03-09,"11:11","Março","sábado","colisão","Av.Irineu Bornhausen","","veículo","Caminhonete","masc.","25",0,0,0,1,"","Asfalto",161,"15","9",NA,"","","Centro","Área Urbana",-48.66774536,-26.90178956,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"52","2019-749",2019-03-24,"10:01","Março","domingo","colisão","R.Tijucas","","veículo","Automóvel","fem.","26",0,0,0,1,"","Asfalto",286,"13,2","9,6",NA,"","","Centro","Área Urbana",-48.6674666,-26.90175999,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"521","2019-749",2019-03-24,"10:01","Março","domingo","colisão","R.Tijucas","","veículo","Automóvel","","",0,0,0,1,"","Asfalto",286,"13,2","9,6",NA,"","","Centro","Área Urbana",-48.6674666,-26.90175999,"R.Tijucas-Av.Irineu Bornhausen",286,161,-48.6676282389912,-26.9015616901095,"ciclofaixa"
"53","2019-761",2019-03-29,"07:20","Março","sexta-feira","colisão","Av.Ver.Abrahão João Francisco","Av.Ver.Nilo Simas","veículo","Automóvel","masc.","33",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",892,"20","12","Carvalho","Área Urbana",-48.68998409,-26.93286292,"Av.Ver.Abrahão João Francisco-Av.Ver.Nilo Simas",265,892,-48.6899792104724,-26.9330009259657,"ciclovia"
"531","2019-761",2019-03-29,"07:20","Março","sexta-feira","colisão","Av.Ver.Abrahão João Francisco","Av.Ver.Nilo Simas","veículo","Automóvel","masc.","58",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",892,"20","12","Carvalho","Área Urbana",-48.68998409,-26.93286292,"Av.Ver.Abrahão João Francisco-Av.Ver.Nilo Simas",265,892,-48.6899792104724,-26.9330009259657,"ciclovia"
"54","2019-531",2019-03-06,"09:54","Março","quarta-feira","colisão","R.Heitor Liberato","R.Tijucas","veículo","Automóvel","fem.","60",0,0,0,1,"ciclofaixa","Asfalto",160,"15,5","9,5",286,"13,2","9,6","São João","Área Urbana",-48.66479206,-26.90427784,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"541","2019-531",2019-03-06,"09:54","Março","quarta-feira","colisão","R.Heitor Liberato","R.Tijucas","veículo","Caminhonete","","",0,0,0,1,"ciclofaixa","Asfalto",160,"15,5","9,5",286,"13,2","9,6","São João","Área Urbana",-48.66479206,-26.90427784,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"55","2019-762",2019-03-16,"19:10","Março","sábado","colisão","R.Tijucas","R.Silva","veículo","Caminhonete","fem.","56",0,0,0,1,"ciclofaixa","Asfalto",286,"13,2","9,6",287,"13,2","9,6","Centro","Área Urbana",-48.66471196,-26.90427442,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"551","2019-762",2019-03-16,"19:10","Março","sábado","colisão","R.Tijucas","R.Silva","veículo","Automóvel","masc.","24",0,0,0,1,"ciclofaixa","Asfalto",286,"13,2","9,6",287,"13,2","9,6","Centro","Área Urbana",-48.66471196,-26.90427442,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"56","2019-678",2019-03-20,"16:40","Março","quarta-feira","colisão","R.Tijucas","R.Heitor Liberato","veículo","Automóvel","fem.","51",0,1,0,1,"ciclofaixa","Asfalto",286,"13,2","9,6",160,"15,5","9,5","Centro","Área Urbana",-48.6647355,-26.90428197,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"561","2019-678",2019-03-20,"16:40","Março","quarta-feira","colisão","R.Tijucas","R.Heitor Liberato","ciclista","","masc.","54",0,1,0,1,"ciclofaixa","Asfalto",286,"13,2","9,6",160,"15,5","9,5","Centro","Área Urbana",-48.6647355,-26.90428197,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"57","2019-740",2019-03-26,"17:00","Março","terça-feira","abalroamento","R.Heitor Liberato","","veículo","Automóvel","fem.","45",0,0,0,1,"ciclofaixa","Asfalto",160,"15,5","9,5",NA,"","","São João","Área Urbana",-48.66531655,-26.90442312,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"571","2019-740",2019-03-26,"17:00","Março","terça-feira","abalroamento","R.Heitor Liberato","","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",160,"15,5","9,5",NA,"","","São João","Área Urbana",-48.66531655,-26.90442312,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"58","2019-664",2019-03-28,"09:00","Março","quinta-feira","colisão","R.Silva","","veículo","Automóvel","masc.","40",0,0,0,1,"ciclofaixa","Asfalto",287,"13,2","9,6",NA,"","","Centro","Área Urbana",-48.66453143,-26.90421583,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"581","2019-664",2019-03-28,"09:00","Março","quinta-feira","colisão","R.Silva","","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",287,"13,2","9,6",NA,"","","Centro","Área Urbana",-48.66453143,-26.90421583,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"59","2019-797",2019-04-03,"10:50","Abril","quarta-feira","colisão","R.Tijucas","","veículo","Caminhão","masc.","60",0,0,0,1,"","Asfalto",286,"13,2","9,6",NA,"","","Centro","Área Urbana",-48.66473708,-26.90442478,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"591","2019-797",2019-04-03,"10:50","Abril","quarta-feira","colisão","R.Tijucas","","veículo","Automóvel","masc.","29",0,0,0,1,"","Asfalto",286,"13,2","9,6",NA,"","","Centro","Área Urbana",-48.66473708,-26.90442478,"R.Tijucas-R.Silva",286,287,-48.6648177116386,-26.904244127205,"ciclofaixa"
"60","2019-14",2019-01-02,"18:30","Janeiro","quarta-feira","colisão","R.Benjamin Franklin Pereira","R.Heitor Liberato","veículo","Automóvel","masc.","74",0,0,0,1,"ciclofaixa","Asfalto",223,"15,2","11,4",160,"15,5","9,5","São João","Área Urbana",-48.67249851,-26.90662499,"R.Benjamin Franklin Pereira-R.Heitor Liberato",223,160,-48.6725484706703,-26.9067008587663,"ciclofaixa"
"601","2019-14",2019-01-02,"18:30","Janeiro","quarta-feira","colisão","R.Benjamin Franklin Pereira","R.Heitor Liberato","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",223,"15,2","11,4",160,"15,5","9,5","São João","Área Urbana",-48.67249851,-26.90662499,"R.Benjamin Franklin Pereira-R.Heitor Liberato",223,160,-48.6725484706703,-26.9067008587663,"ciclofaixa"
"611","2019-243",2019-02-01,"11:42","Fevereiro","sexta-feira","abalroamento","R.Benjamin Franklin Pereira","R.Heitor Liberato","veículo","Caminhão_Trator","masc.","34",0,0,0,1,"ciclofaixa","Asfalto",223,"15,2","11,4",160,"15,5","9,5","São João","Área Urbana",-48.67255419,-26.90667814,"R.Benjamin Franklin Pereira-R.Heitor Liberato",223,160,-48.6725484706703,-26.9067008587663,"ciclofaixa"
"612","2019-243",2019-02-01,"11:42","Fevereiro","sexta-feira","abalroamento","R.Benjamin Franklin Pereira","R.Heitor Liberato","veículo","Semireboque","masc.","34",0,0,0,1,"ciclofaixa","Asfalto",223,"15,2","11,4",160,"15,5","9,5","São João","Área Urbana",-48.67255419,-26.90667814,"R.Benjamin Franklin Pereira-R.Heitor Liberato",223,160,-48.6725484706703,-26.9067008587663,"ciclofaixa"
"613","2019-243",2019-02-01,"11:42","Fevereiro","sexta-feira","abalroamento","R.Benjamin Franklin Pereira","R.Heitor Liberato","veículo","Automóvel","fem.","44",0,0,0,1,"ciclofaixa","Asfalto",223,"15,2","11,4",160,"15,5","9,5","São João","Área Urbana",-48.67255419,-26.90667814,"R.Benjamin Franklin Pereira-R.Heitor Liberato",223,160,-48.6725484706703,-26.9067008587663,"ciclofaixa"
"62","2019-382",2019-02-16,"19:15","Fevereiro","sábado","colisão","R.Benjamin Franklin Pereira","","veículo","Automóvel","masc.","23",0,0,0,1,"","Asfalto",223,"15,2","11,4",NA,"","","São João","Área Urbana",-48.67251915,-26.90659557,"R.Benjamin Franklin Pereira-R.Heitor Liberato",223,160,-48.6725484706703,-26.9067008587663,"ciclofaixa"
"621","2019-382",2019-02-16,"19:15","Fevereiro","sábado","colisão","R.Benjamin Franklin Pereira","","veículo","Automóvel","fem.","38",0,0,0,1,"","Asfalto",223,"15,2","11,4",NA,"","","São João","Área Urbana",-48.67251915,-26.90659557,"R.Benjamin Franklin Pereira-R.Heitor Liberato",223,160,-48.6725484706703,-26.9067008587663,"ciclofaixa"
